Jan 01 08:01:22 webapp01 sudo: devops01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 04 15:50:12 worker01 sudo: svcdeploy : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 15:51:29 worker01 sudo: dbadmin : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 15:52:17 webapp02 sudo: dbadmin : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 15:53:42 staging01 sudo: operator01 : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 04 15:54:40 staging01 sudo: builduser : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 15:55:54 worker01 sudo: operator01 : TTY=pts/2 ; PWD=/home/operator01 ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 15:56:22 staging01 sudo: backupsvc : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 15:56:54 staging01 sudo: builduser : TTY=tty1 ; PWD=/home/builduser ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 15:57:58 cache01 sudo: admin01 : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 04 15:58:35 cache01 sudo: backupsvc : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 04 15:59:09 proxy01 sudo: devops01 : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 16:00:36 worker01 sudo: monitor : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 16:00:56 worker01 sudo: dbadmin : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 16:01:00 staging01 sudo: operator01 : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 16:02:20 proxy01 sudo: admin01 : TTY=pts/2 ; PWD=/home/admin01 ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 16:02:40 api01 sudo: builduser : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 16:03:06 cache01 sudo: devops01 : TTY=pts/2 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 16:03:42 staging01 sudo: devops01 : TTY=pts/0 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 16:04:19 worker01 sudo: dbadmin : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 04 16:05:05 worker01 sudo: dbadmin : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 16:05:21 db01 sudo: secops01 : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 16:06:51 proxy01 sudo: secops01 : TTY=tty1 ; PWD=/home/secops01 ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 04 16:08:10 webapp01 sudo: dbadmin : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 04 16:08:14 proxy01 sudo: backupsvc : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 16:08:25 webapp02 sudo: builduser : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 16:09:37 api01 sudo: dbadmin : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 04 16:10:52 db01 sudo: svcdeploy : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 16:10:58 db01 sudo: monitor : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 16:12:06 worker01 sudo: monitor : TTY=pts/0 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 16:12:54 db01 sudo: dbadmin : TTY=tty1 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 04 16:13:08 db01 sudo: dbadmin : TTY=pts/1 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 16:14:00 webapp01 sudo: webadmin : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 16:15:28 db01 sudo: svcdeploy : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 04 16:16:32 webapp01 sudo: monitor : TTY=pts/1 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 04 16:17:42 staging01 sudo: backupsvc : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 04 16:18:54 db01 sudo: backupsvc : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 04 16:19:52 webapp02 sudo: backupsvc : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 16:20:44 cache01 sudo: svcdeploy : TTY=pts/1 ; PWD=/home/svcdeploy ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 04 16:21:14 webapp02 sudo: webadmin : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 16:22:06 cache01 sudo: secops01 : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 16:22:59 cache01 sudo: webadmin : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 04 16:24:22 db01 sudo: backupsvc : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 04 16:25:18 db01 sudo: secops01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 16:26:25 staging01 sudo: devops01 : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 16:27:44 api01 sudo: monitor : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 16:28:42 cache01 sudo: devops01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 04 16:29:10 worker01 sudo: monitor : TTY=pts/1 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 16:29:53 proxy01 sudo: secops01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 16:31:12 webapp01 sudo: webadmin : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 16:31:14 proxy01 sudo: backupsvc : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 16:32:04 webapp02 sudo: secops01 : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 16:32:22 api01 sudo: monitor : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 16:33:12 staging01 sudo: backupsvc : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 16:33:41 db01 sudo: builduser : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 04 16:34:16 proxy01 sudo: admin01 : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 16:35:09 cache01 sudo: builduser : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 16:36:14 webapp01 sudo: svcdeploy : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 16:37:29 worker01 sudo: secops01 : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 16:38:28 proxy01 sudo: backupsvc : TTY=tty1 ; PWD=/home/backupsvc ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 16:39:14 webapp02 sudo: dbadmin : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 16:40:38 cache01 sudo: secops01 : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 16:41:06 db01 sudo: secops01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 16:41:54 webapp02 sudo: secops01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 16:42:19 cache01 sudo: webadmin : TTY=pts/1 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 16:42:57 webapp02 sudo: operator01 : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 04 16:43:30 webapp02 sudo: builduser : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 16:44:02 webapp02 sudo: dbadmin : TTY=tty1 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 16:45:10 webapp01 sudo: dbadmin : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 16:46:31 db01 sudo: devops01 : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 04 16:47:12 webapp02 sudo: admin01 : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 16:47:36 staging01 sudo: monitor : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 16:48:00 webapp01 sudo: builduser : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 16:48:27 webapp02 sudo: backupsvc : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 16:49:32 webapp02 sudo: monitor : TTY=pts/3 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 16:50:19 api01 sudo: operator01 : TTY=tty1 ; PWD=/home/operator01 ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 16:50:54 staging01 sudo: dbadmin : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 16:51:41 webapp01 sudo: monitor : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 16:51:44 worker01 sudo: operator01 : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 16:51:57 cache01 sudo: devops01 : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 16:52:22 cache01 sudo: admin01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 16:53:09 db01 sudo: devops01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 04 16:53:11 api01 sudo: monitor : TTY=pts/1 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 16:54:22 staging01 sudo: monitor : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 16:55:21 cache01 sudo: devops01 : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 16:55:27 db01 sudo: webadmin : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 16:56:24 db01 sudo: webadmin : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 16:57:19 worker01 sudo: secops01 : TTY=pts/3 ; PWD=/home/secops01 ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 16:57:48 proxy01 sudo: svcdeploy : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 16:58:32 webapp01 sudo: backupsvc : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 16:59:31 worker01 sudo: dbadmin : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 17:00:30 webapp01 sudo: operator01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 17:00:38 staging01 sudo: operator01 : TTY=pts/2 ; PWD=/home/operator01 ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 17:00:39 proxy01 sudo: dbadmin : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 17:01:34 webapp01 sudo: monitor : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 04 17:01:44 webapp02 sudo: operator01 : TTY=tty1 ; PWD=/home/operator01 ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 17:02:43 db01 sudo: monitor : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 17:03:08 db01 sudo: monitor : TTY=pts/1 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 17:03:43 cache01 sudo: backupsvc : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 04 17:04:37 staging01 sudo: dbadmin : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 17:05:15 api01 sudo: svcdeploy : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 04 17:05:20 cache01 sudo: operator01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 17:06:13 worker01 sudo: backupsvc : TTY=pts/2 ; PWD=/home/backupsvc ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 17:06:17 webapp01 sudo: operator01 : TTY=pts/2 ; PWD=/home/operator01 ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 04 17:06:59 webapp01 sudo: webadmin : TTY=pts/2 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 17:08:17 db01 sudo: svcdeploy : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 17:08:49 proxy01 sudo: svcdeploy : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 17:09:30 worker01 sudo: builduser : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 04 17:11:00 webapp01 sudo: admin01 : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 04 17:11:16 cache01 sudo: secops01 : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 04 17:11:21 webapp02 sudo: operator01 : TTY=pts/3 ; PWD=/home/operator01 ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 17:12:18 webapp02 sudo: admin01 : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 04 17:12:40 db01 sudo: backupsvc : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 17:12:52 worker01 sudo: builduser : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 17:13:51 staging01 sudo: secops01 : TTY=pts/2 ; PWD=/home/secops01 ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 17:15:09 staging01 sudo: devops01 : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 04 17:15:13 webapp01 sudo: devops01 : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 17:15:24 db01 sudo: secops01 : TTY=pts/1 ; PWD=/home/secops01 ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 17:16:40 proxy01 sudo: svcdeploy : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 17:17:47 cache01 sudo: monitor : TTY=pts/2 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 17:18:32 worker01 sudo: webadmin : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 17:18:58 staging01 sudo: dbadmin : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 17:19:46 cache01 sudo: admin01 : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 17:20:47 worker01 sudo: backupsvc : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 17:21:45 api01 sudo: devops01 : TTY=pts/3 ; PWD=/home/devops01 ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 17:23:06 webapp02 sudo: secops01 : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 17:24:12 webapp02 sudo: admin01 : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/tail -n 100 /var/log/syslog
Jan 04 17:25:08 webapp02 sudo: admin01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 17:25:09 webapp02 sudo: backupsvc : TTY=pts/3 ; PWD=/home/backupsvc ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 17:25:35 staging01 sudo: operator01 : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 17:25:39 staging01 sudo: dbadmin : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 17:25:46 cache01 sudo: devops01 : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 17:27:16 api01 sudo: secops01 : TTY=pts/0 ; PWD=/home/secops01 ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 17:27:59 proxy01 sudo: secops01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/apt update
Jan 04 17:29:02 db01 sudo: builduser : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 17:29:52 webapp02 sudo: monitor : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 17:29:57 webapp02 sudo: dbadmin : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 17:30:28 staging01 sudo: monitor : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 04 17:30:51 webapp01 sudo: dbadmin : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 17:31:05 staging01 sudo: secops01 : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 17:32:27 db01 sudo: builduser : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 17:33:38 webapp02 sudo: operator01 : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 17:34:44 cache01 sudo: builduser : TTY=pts/3 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 04 17:35:15 worker01 sudo: dbadmin : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 17:36:24 worker01 sudo: svcdeploy : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 17:37:40 webapp02 sudo: builduser : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 17:37:45 db01 sudo: devops01 : TTY=pts/0 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 17:38:40 webapp02 sudo: monitor : TTY=pts/1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 17:38:55 webapp02 sudo: monitor : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 17:40:09 db01 sudo: svcdeploy : TTY=pts/2 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/apt install nginx
Jan 04 17:40:37 db01 sudo: devops01 : TTY=tty1 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/less /var/log/auth.log
Jan 04 17:41:05 worker01 sudo: admin01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 17:42:11 worker01 sudo: builduser : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 17:42:54 proxy01 sudo: operator01 : TTY=pts/1 ; PWD=/home/operator01 ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 17:44:11 staging01 sudo: webadmin : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/cat /etc/sudoers
Jan 04 17:44:27 api01 sudo: devops01 : TTY=tty1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 17:45:43 db01 sudo: monitor : TTY=pts/2 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 17:46:41 api01 sudo: svcdeploy : TTY=pts/1 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 17:47:10 staging01 sudo: devops01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 17:47:53 db01 sudo: admin01 : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/chown -R www-data:www-data /var/www/webapp
Jan 04 17:48:41 worker01 sudo: admin01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/chmod 755 /var/www/webapp
Jan 04 17:49:43 webapp02 sudo: monitor : TTY=pts/3 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 17:49:53 cache01 sudo: operator01 : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 17:50:20 db01 sudo: dbadmin : TTY=tty1 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/systemctl restart nginx
Jan 04 17:51:49 staging01 sudo: dbadmin : TTY=pts/2 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/bin/find /var/www -type f
Jan 04 17:52:08 api01 sudo: builduser : TTY=pts/0 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 17:53:14 db01 sudo: admin01 : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/kubectl describe pod webapp
Jan 04 17:54:12 proxy01 sudo: dbadmin : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 17:54:38 webapp02 sudo: svcdeploy : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 17:55:37 worker01 sudo: admin01 : TTY=pts/2 ; PWD=/home/admin01 ; USER=root ; COMMAND=/usr/sbin/ufw status
Jan 04 17:56:51 db01 sudo: webadmin : TTY=tty1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/docker ps
Jan 04 17:57:05 webapp02 sudo: admin01 : TTY=pts/0 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/systemctl restart mysql
Jan 04 17:58:08 staging01 sudo: monitor : TTY=pts/2 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/journalctl -xe
Jan 04 17:58:53 api01 sudo: webadmin : TTY=pts/0 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 18:00:01 proxy01 sudo: devops01 : TTY=tty1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 18:00:29 db01 sudo: operator01 : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 18:00:56 cache01 sudo: backupsvc : TTY=tty1 ; PWD=/home/backupsvc ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
Jan 04 18:01:08 staging01 sudo: dbadmin : TTY=pts/0 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 04 18:02:07 proxy01 sudo: dbadmin : TTY=pts/0 ; PWD=/home/dbadmin ; USER=root ; COMMAND=/usr/sbin/service cron restart
Jan 04 18:02:44 proxy01 sudo: operator01 : TTY=pts/1 ; PWD=/etc ; USER=root ; COMMAND=/usr/bin/kubectl get pods
Jan 04 18:03:26 proxy01 sudo: webadmin : TTY=pts/1 ; PWD=/home/webadmin ; USER=root ; COMMAND=/usr/bin/systemctl status mysql
Jan 04 18:03:42 worker01 sudo: svcdeploy : TTY=pts/2 ; PWD=/var/log ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
Jan 04 18:05:12 api01 sudo: operator01 : TTY=pts/1 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/docker logs webapp
Jan 04 18:05:13 webapp02 sudo: builduser : TTY=pts/3 ; PWD=/var/www/webapp ; USER=root ; COMMAND=/usr/bin/docker logs webapp
